Name,Address,Type,License,Beds,Website,Avg. Violations
Summer's Landing of Warner Robins,"600 S Kimberly Rd, Warner Robins, GA 31088",Assisted Living Community,ALC000063,88,https://summerslandingwr.com,0.0
Summers Landing Tilly Mill,"4821 N Peachtree Rd, Dunwoody, GA 30338",Personal Care Home,44030201,30,https://www.tillymill.com,9.7
Summerset,"3711 Benjamin E Mays Dr SW, Atlanta, GA 30331",Assisted Living Community,ALC000041,180,https://www.summersetalc.com,1.8
Sumter County Retirement Vill,"2124 US-280, Plains, GA 31780",Personal Care Home,129030061,48,,5.0
Sunabella at Savannah,"11310 White Bluff Rd, Savannah, GA 31419",Assisted Living Community,ALC000606,36,https://insigniaseniorliving.com,6.4
Sunny Grove,"665 Gordon Rd, Barnesville, GA 30204",Personal Care Home,85030011,40,https://sunnygrovega.com,6.8
Sunrise at Huntcliff Summit,"8480 Roswell Rd, Sandy Springs, GA 30350",Assisted Living Community,ALC000028,94,https://www.sunriseseniorliving.com/communities/sunrise-at-huntcliff-summit-ii/overview.aspx,2.3
Sunrise at Webb Gin,"1375 Webb Gin House Rd, Lawrenceville, GA 30045",Assisted Living Community,ALC000037,100,https://www.sunriseseniorliving.com/communities/sunrise-at-webb-gin/overview.aspx,4.0
Sunrise of Buckhead,"1000 Lenox Park Blvd NE, Atlanta, GA 30319",Assisted Living Community,ALC000120,125,https://www.sunriseseniorliving.com/communities/sunrise-at-buckhead/overview.aspx,3.0
Sunrise of Decatur,"920 Clairemont Ave, Decatur, GA 30030",Assisted Living Community,ALC000027,100,https://www.sunriseseniorliving.com/communities/sunrise-of-decatur/overview.aspx,3.2
Sunrise of East Cobb,"1551 Johnson Ferry Rd, Marietta, GA 30062",Assisted Living Community,ALC000024,100,https://www.sunriseseniorliving.com/communities/sunrise-at-east-cobb/overview.aspx,3.7
Sunrise of Five Forks,"3997 Five Forks Trickum Rd SW, Lilburn, GA 30047",Assisted Living Community,ALC000084,101,https://www.sunriseseniorliving.com/communities/sunrise-at-five-forks/overview.aspx,1.3
Sunrise of Ivey Ridge,"2950 Old Alabama Rd, Alpharetta, GA 30022",Assisted Living Community,ALC000030,119,https://www.sunriseseniorliving.com/communities/sunrise-at-ivey-ridge/overview.aspx,2.7
Sunrise of Johns Creek,"11405 Medlock Bridge Rd, Johns Creek, GA 30097",Assisted Living Community,ALC000029,100,https://www.sunriseseniorliving.com/communities/sunrise-of-johns-creek/overview.aspx,1.3
Tapestry House Assisted Living,"2725 Holcomb Bridge Rd, Alpharetta, GA 30022",Assisted Living Community,ALC000105,140,https://insigniaseniorliving.com/senior-living-alpharetta/,2.2
Tapestry House Memory Care,"9212 Nesbit Ferry Rd, Alpharetta, GA 30022",Assisted Living Community,ALC000276,60,https://insigniaseniorliving.com/senior-living-alpharetta/,11.3
The Phoenix at Johnson Ferry,"9 Sherwood Dr SE, Marietta, GA 30067",Personal Care Home,PCH002697,66,https://www.phoenixsrliving.com/senior-living/ga/marietta/the-phoenix-johnson-ferry/,1.0
Thomas Kelly Senior Living Community,"4083 Business Highway 27, Buchanan, GA 30113, United States",Assisted Living Community,ALC000006,60,http://kellyfoundation4seniors.org/,1.0
Thrive Assisted Living and Memory Care,"37 Brock Dr, Lookout Mountain, GA 30750",Assisted Living Community,ALC000201,70,,3.0
Thrive at Augusta,"2222 Indigo Hall Drive, Martinez, GA 30907",Assisted Living Community,ALC000605,95,tel:706-955-2275,0.0
Thrive at Frederica,"3615 Frederica Rd, St Simons, GA 31522",Assisted Living Community,ALC000237,120,https://thrivesl.com/frederica/,8.5
Thrive at Green Island,"6896 River Rd, Columbus, GA 31904",Assisted Living Community,ALC000562,74,https://thrivesl.com/greenisland/,5.5
Thrive Memory Care at East Cobb,"200 Village Pkwy NE, Marietta, GA 30067",Assisted Living Community,ALC000247,25,tel:470-250-0808,1.0
Towne Club Windermere Assisted Living,"3950 Towne Club Pkwy, Cumming, GA 30041",Assisted Living Community,ALC000221,98,http://towneclubwindermere.com/,0.7
Tranquil Gardens Assisted Living & Memory Care,"330 Tranquil Gardens Drive, Acworth, GA 30102",Assisted Living Community,ALC000565,78,http://tranquilgardensassistedliving.com/,1.0
Tranquility of Cartersville,"60 Massell Dr SE, Cartersville, GA 30121",Personal Care Home,PCH008430,32,http://www.tranquilityofcartersville.com,2.3
Tranquility of Dalton,"986 Orchard Way, Dalton, GA 30721",Personal Care Home,PCH008189,40,https://www.tranquilityofdalton.com,2.3
Twelve Oaks Senior Living,"2000 Bellevue Rd, Dublin, GA 31021",Personal Care Home,87030031,26,,1.3
Vernon Springs Senior Living,"690 Mount Vernon Hwy NE, Atlanta, GA 30328",Personal Care Home,PCH007740,74,tel:404-843-8857,18.0
Vernon Woods Retirement Community,"101 Vernon Woods, LaGrange, GA 30240",Assisted Living Community,ALC000051,46,https://www.vernonwoods.com,0.0
"Village at Renaissance, The","419 Airport Rd, Griffin, GA 30224",Personal Care Home,PCH008575,35,,8.3
Village Park at Spalding,"5701 Spalding Dr, Norcross, GA 30092",Assisted Living Community,ALC000246,134,https://www.villageparkseniorliving.com/community/peachtree-corners/,2.3
Village Park of Alpharetta,"12300 Morris Rd, Alpharetta, GA 30005",Assisted Living Community,ALC000549,138,https://www.villageparkseniorliving.com/community/alpharetta/,0.0
"Villas at Canterfield, The","815 Atlanta Rd, Cumming, GA 30040",Personal Care Home,PCH008106,100,https://www.thevillasatcanterfield.com,3.8
Waldrop Residences,"89 Burnt Hickory Rd, Cartersville, GA 30120",Personal Care Home,PCH008642,30,https://waldropresidences.wixsite.com/waldropresidences,3.7
Watercrest Newnan Assisted Living,"285 Summerlin Blvd, Newnan, GA 30265",Assisted Living Community,ALC000623,118,tel:770-637-2207,0.0
"Waterford at Hidden Lake, The","3100 Hidden Valley Dr, Canton, GA 30114",Assisted Living Community,ALC000164,98,tel:770-224-8000,9.3
"Waterford of Oakwood, The","4251 Hudson Dr, Oakwood, GA 30566",Assisted Living Community,ALC000143,72,tel:770-297-6900,5.8
Wellington Court Assisted Living,"11350 Woodstock Rd, Roswell, GA 30075",Assisted Living Community,ALC000169,49,https://stgeorgevillage.org/wellington_court.php,3.0
Wesley Woods Towers Pch,"1825 E Clifton Rd NE, Atlanta, GA 30307",Personal Care Home,44030161,36,https://www.wesleywoods.org/wesley-woods-towers/,4.8
Windsor House / Colonnade,"4275 Owens Rd, Evans, GA 30809",Assisted Living Community and Personal Care Home,ALC000557,PCH002037,tel:706-868-9800,1.3
Windsor House Assisted Living,"3333 E Cherokee Dr, Canton, GA 30115",Assisted Living Community,ALC000184,90,https://windsorhouseassistedliving.com,0.0
Windsor Lodge,"190 Sammy McGhee Blvd, Jasper, GA 30143",Assisted Living Community,ALC000558,80,https://windsorlodgellc.com,0.0
Winnwood Retirement Community,"100 Whitlock Ave NW, Marietta, GA 30064",Assisted Living Community,ALC000085,70,https://winnwoodretire.com/lifestyles/independent-living-marietta-ga/,0.5
Winthrop Court,"10 US-411, Rome, GA 30161",Personal Care Home,57030021,100,https://www.winthropseniorliving.com/,4.5
Woodland Ridge Senior Living,"4005 S Cobb Dr, Smyrna, GA 30080",Assisted Living Community,ALC000008,96,tel:770-431-7055,4.0
"Woods Senior Living Community, The","1401 Macon Rd, Griffin, GA 30224",Personal Care Home,126030011,40,tel:770-412-6005,3.5
Yellow Brick House,"6903 Main St, Lithonia, GA 30058",Personal Care Home,44030041,52,http://www.yellowbrickhouse.com,13.0
