date,name,license,type,Num of Volations,High severe,Medium severe,Harm,Prev1,Prev2,Prev3
3/22/16,"Heritage of Marietta, The",PCH000543,complaint,1,0,1,0,0,0,0
2/9/16,"Heritage of Marietta, The",PCH000543,complaint,1,1,0,0,0,0,0
10/1/15,"Heritage of Marietta, The",PCH000543,Routine / Complaint,9,2,2,1,0,0,0
12/4/18,Heritage of Peachtree,PCH006946,other,-,0,0,0,0,0,0
5/25/18,Heritage of Peachtree,PCH006946,routine,3,1,0,1,0,0,0
12/6/17,Heritage of Peachtree,PCH006946,complaint,-,0,0,0,0,0,0
2/17/17,Heritage of Peachtree,PCH006946,routine,-,0,0,0,0,0,0
3/1/16,Heritage of Peachtree,PCH006946,other,-,0,0,0,0,0,0
11/23/15,Heritage of Peachtree,PCH006946,complaint,-,0,0,0,0,0,0
8/31/15,Heritage of Peachtree,PCH006946,Routine / Complaint,1,0,1,0,0,0,0
12/3/19,Heritage of Sandy Plains,PCH006954,complaint,6,5,1,1,0,0,0
10/8/19,Heritage of Sandy Plains,PCH006954,complaint,2,2,0,1,0,0,0
9/12/19,Heritage of Sandy Plains,PCH006954,routine,-,0,0,0,0,0,0
1/16/19,Heritage of Sandy Plains,PCH006954,complaint,-,0,0,0,0,0,0
8/7/18,Heritage of Sandy Plains,PCH006954,Routine / Complaint,2,0,0,0,0,0,0
10/18/16,Heritage of Sandy Plains,PCH006954,Routine / Complaint,3,0,0,0,0,0,0
7/1/16,Heritage of Sandy Plains,PCH006954,complaint,-,0,0,0,0,0,0
4/14/16,Heritage of Sandy Plains,PCH006954,other,4,4,0,1,0,0,0
10/1/15,Heritage of Sandy Plains,PCH006954,routine,1,1,0,1,0,0,0
1/15/20,Historic Roswell Place Assisted Living & Memory,ALC000567,complaint,-,0,0,0,0,0,0
9/25/19,Historic Roswell Place Assisted Living & Memory,ALC000567,complaint,-,0,0,0,0,0,0
9/24/19,Historic Roswell Place Assisted Living & Memory,ALC000567,complaint,-,0,0,0,0,0,0
4/18/19,Historic Roswell Place Assisted Living & Memory,ALC000567,routine,-,0,0,0,0,0,0
3/1/17,Historic Roswell Place Assisted Living & Memory,ALC000567,complaint,-,0,0,0,0,0,0
11/29/16,Historic Roswell Place Assisted Living & Memory,ALC000567,routine,-,0,0,0,0,0,0
1/21/16,Historic Roswell Place Assisted Living & Memory,ALC000567,complaint,-,0,0,0,0,0,0
3/5/15,Historic Roswell Place Assisted Living & Memory,ALC000567,routine,5,0,4,0,2,0,0
8/27/19,Holbrook of Decatur,ALC000595,routine,-,0,0,0,0,0,0
7/8/19,Hollander Senior Living of Monroe,PCH008227,other,2,1,1,0,1,0,0
5/15/19,Hollander Senior Living of Monroe,PCH008227,complaint,1,0,1,0,0,0,0
4/5/19,Hollander Senior Living of Monroe,PCH008227,complaint,-,0,0,0,0,0,0
1/7/19,Hollander Senior Living of Monroe,PCH008227,Routine / Complaint,9,3,3,0,1,0,1
9/18/18,Hollander Senior Living of Monroe,PCH008227,other,-,0,0,0,0,0,0
7/10/18,Hollander Senior Living of Monroe,PCH008227,other,1,0,1,0,1,0,0
5/25/18,Hollander Senior Living of Monroe,PCH008227,other,1,0,1,0,0,0,0
2/26/18,Hollander Senior Living of Monroe,PCH008227,complaint,2,1,0,0,0,0,0
2/2/18,Hollander Senior Living of Monroe,PCH008227,other,1,1,0,0,1,0,0
10/30/17,Hollander Senior Living of Monroe,PCH008227,routine,4,2,1,0,0,1,0
10/5/17,Hollander Senior Living of Monroe,PCH008227,complaint,2,1,1,1,0,0,0
3/21/17,Hollander Senior Living of Monroe,PCH008227,other,1,1,0,0,1,0,0
8/11/16,Hollander Senior Living of Monroe,PCH008227,Routine / Complaint,8,3,1,1,0,0,0
8/17/15,Hollander Senior Living of Monroe,PCH008227,Routine / Complaint,-,0,0,0,0,0,0
7/9/15,Hollander Senior Living of Monroe,PCH008227,complaint,-,0,0,0,0,0,0
1/26/15,Hollander Senior Living of Monroe,PCH008227,complaint,-,0,0,0,0,0,0
5/10/19,Hollander Senior Living of Sandy Springs,ALC000035,complaint,-,0,0,0,0,0,0
3/25/19,Hollander Senior Living of Sandy Springs,ALC000035,complaint,1,1,0,1,0,0,0
3/12/19,Hollander Senior Living of Sandy Springs,ALC000035,routine,-,0,0,0,0,0,0
2/8/19,Hollander Senior Living of Sandy Springs,ALC000035,other,-,0,0,0,0,0,0
2/8/19,Hollander Senior Living of Sandy Springs,ALC000035,routine,-,0,0,0,0,0,0
9/26/18,Hollander Senior Living of Sandy Springs,ALC000035,complaint,1,1,0,1,0,0,0
7/31/18,Hollander Senior Living of Sandy Springs,ALC000035,routine,9,2,2,1,0,0,0
6/19/18,Hollander Senior Living of Sandy Springs,ALC000035,complaint,-,0,0,0,0,0,0
1/30/18,Hollander Senior Living of Sandy Springs,ALC000035,other,-,0,0,0,0,0,0
10/5/17,Hollander Senior Living of Sandy Springs,ALC000035,other,2,1,1,0,1,0,0
3/17/17,Hollander Senior Living of Sandy Springs,ALC000035,Routine / Complaint,8,4,3,2,0,0,0
8/17/16,Hollander Senior Living of Sandy Springs,ALC000035,complaint,-,0,0,0,0,0,0
12/23/15,Hollander Senior Living of Sandy Springs,ALC000035,complaint,-,0,0,0,0,0,0
7/20/15,Hollander Senior Living of Sandy Springs,ALC000035,complaint,1,0,1,0,0,0,0
3/19/15,Hollander Senior Living of Sandy Springs,ALC000035,complaint,5,2,2,1,0,0,0
3/10/15,Hollander Senior Living of Sandy Springs,ALC000035,complaint,-,0,0,0,0,0,0
4/3/19,Homelife on Glynco,PCH008367,routine,-,0,0,0,0,0,0
11/15/18,Homelife on Glynco,PCH008367,routine,1,0,0,0,0,0,0
8/9/18,Homelife on Glynco,PCH008367,complaint,-,0,0,0,0,0,0
5/14/18,Homelife on Glynco,PCH008367,other,2,2,0,1,1,0,0
3/22/18,Homelife on Glynco,PCH008367,complaint,-,0,0,0,0,0,0
2/12/18,Homelife on Glynco,PCH008367,complaint,1,1,0,0,0,0,0
1/29/18,Homelife on Glynco,PCH008367,Routine / Complaint,5,2,1,1,1,0,0
8/8/17,Homelife on Glynco,PCH008367,other,2,0,1,0,1,0,0
2/14/17,Homelife on Glynco,PCH008367,Routine / Complaint,13,5,5,2,0,0,0
1/20/16,Homelife on Glynco,PCH008367,routine,3,0,2,0,0,0,0
7/13/15,Homelife on Glynco,PCH008367,complaint,1,1,0,0,0,0,0
5/5/15,Homelife on Glynco,PCH008367,other,-,0,0,0,0,0,0
4/23/19,Hope Assisted Living & Memory Care Center,ALC000166,Routine / Complaint,5,3,2,1,0,0,0
1/25/19,Hope Assisted Living & Memory Care Center,ALC000166,complaint,-,0,0,0,0,0,0
10/31/18,Hope Assisted Living & Memory Care Center,ALC000166,other,-,0,0,0,0,0,0
6/19/18,Hope Assisted Living & Memory Care Center,ALC000166,complaint,2,1,0,0,0,0,0
5/22/18,Hope Assisted Living & Memory Care Center,ALC000166,routine,-,0,0,0,0,0,0
1/9/18,Hope Assisted Living & Memory Care Center,ALC000166,complaint,-,0,0,0,0,0,0
11/9/16,Hope Assisted Living & Memory Care Center,ALC000166,complaint,-,0,0,0,0,0,0
10/18/16,Hope Assisted Living & Memory Care Center,ALC000166,routine,-,0,0,0,0,0,0
4/27/16,Hope Assisted Living & Memory Care Center,ALC000166,other,-,0,0,0,0,0,0
1/6/16,Hope Assisted Living & Memory Care Center,ALC000166,other,3,0,1,0,0,0,0
8/13/15,Hope Assisted Living & Memory Care Center,ALC000166,complaint,2,1,0,0,0,0,0
7/1/15,Hope Assisted Living & Memory Care Center,ALC000166,Routine / Complaint,10,2,0,1,0,0,0
11/8/19,Hope Center Memory Care,ALC000243,routine,-,0,0,0,0,0,0
10/22/19,Hope Center Memory Care,ALC000243,routine,-,0,0,0,0,0,0
8/23/19,Hope Center Memory Care,ALC000243,Routine / Complaint,1,1,0,1,0,0,0
7/3/19,Hope Center Memory Care,ALC000243,complaint,-,0,0,0,0,0,0
4/8/19,Hope Center Memory Care,ALC000243,complaint,10,0,0,0,0,0,0
12/4/18,Hope Center Memory Care,ALC000243,complaint,-,0,0,0,0,0,0
10/4/18,Hope Center Memory Care,ALC000243,complaint,2,0,2,0,0,0,0
9/13/18,Hope Center Memory Care,ALC000243,routine,-,0,0,0,0,0,0
8/14/18,Hope Center Memory Care,ALC000243,complaint,-,0,0,0,0,0,0
8/29/17,Hope Center Memory Care,ALC000243,complaint,-,0,0,0,0,0,0
7/12/17,Hope Center Memory Care,ALC000243,routine,-,0,0,0,0,0,0
3/6/17,Hope Center Memory Care,ALC000243,complaint,-,0,0,0,0,0,0
12/12/16,Hope Center Memory Care,ALC000243,complaint,-,0,0,0,0,0,0
11/14/16,Hope Center Memory Care,ALC000243,other,-,0,0,0,0,0,0
5/12/16,Hope Center Memory Care,ALC000243,routine,-,0,0,0,0,0,0
3/3/16,Hope Center Memory Care,ALC000243,complaint,-,0,0,0,0,0,0
11/18/15,Hope Center Memory Care,ALC000243,Routine / Complaint,1,0,0,0,0,0,0
7/27/15,Hope Center Memory Care,ALC000243,other,-,0,0,0,0,0,0
5/6/15,Hope Center Memory Care,ALC000243,Routine / Complaint,3,0,2,0,0,0,0
8/22/18,Insignia of Newnan,ALC000285,routine,-,0,0,0,0,0,0
4/9/18,Insignia of Newnan,ALC000285,complaint,-,0,0,0,0,0,0
3/29/18,Insignia of Newnan,ALC000285,Routine / Complaint,3,1,1,0,0,0,0
6/14/17,Insignia of Newnan,ALC000285,complaint,2,0,1,0,0,0,0
5/16/17,Insignia of Newnan,ALC000285,routine,3,0,1,0,0,0,0
1/7/16,Insignia of Newnan,ALC000285,Routine / Complaint,-,0,0,0,0,0,0
3/9/15,Insignia of Newnan,ALC000285,complaint,-,0,0,0,0,0,0
10/25/18,Insignia of Towne Lake,ALC000554,routine,-,0,0,0,0,0,0
11/20/17,Insignia of Towne Lake,ALC000554,Routine / Complaint,-,0,0,0,0,0,0
11/21/16,Insignia of Towne Lake,ALC000554,Routine / Complaint,-,0,0,0,0,0,0
6/27/16,Insignia of Towne Lake,ALC000554,other,1,0,0,0,0,0,0
2/2/16,Insignia of Towne Lake,ALC000554,complaint,1,0,1,0,0,0,0
1/11/16,Insignia of Towne Lake,ALC000554,other,-,0,0,0,0,0,0
9/29/15,Insignia of Towne Lake,ALC000554,Routine / Complaint,3,0,0,0,0,0,0
9/26/19,Inspired Living at Alpharetta,ALC000257,complaint,5,0,1,0,1,0,0
5/2/19,Inspired Living at Alpharetta,ALC000257,complaint,2,2,0,2,1,0,0
4/9/19,Inspired Living at Alpharetta,ALC000257,complaint,-,0,0,0,0,0,0
3/15/19,Inspired Living at Alpharetta,ALC000257,complaint,2,1,1,1,0,0,0
2/20/19,Inspired Living at Alpharetta,ALC000257,Routine / Complaint,-,0,0,0,0,0,0
12/6/18,Inspired Living at Alpharetta,ALC000257,Routine / Complaint,7,1,4,0,0,0,0
7/17/18,Inspired Living at Alpharetta,ALC000257,other,-,0,0,0,0,0,0
11/1/17,Inspired Living at Alpharetta,ALC000257,routine,-,0,0,0,0,0,0
9/6/19,Ivy Hall Assisted Living,ALC000158,routine,6,3,2,1,0,0,0
6/22/17,Ivy Hall Assisted Living,ALC000158,complaint,-,0,0,0,0,0,0
3/7/17,Ivy Hall Assisted Living,ALC000158,routine,-,0,0,0,0,0,0
3/9/16,Ivy Hall Assisted Living,ALC000158,complaint,1,1,0,0,0,0,0
1/26/16,Ivy Hall Assisted Living,ALC000158,other,5,1,1,0,0,0,0
9/11/15,Ivy Hall Assisted Living,ALC000158,routine,1,0,0,0,0,0,0
4/7/15,Ivy Hall Assisted Living,ALC000158,complaint,1,1,0,0,0,0,0
1/11/19,John-Wesley Villas,ALC000083,Routine / Complaint,-,0,0,0,0,0,0
11/6/17,John-Wesley Villas,ALC000083,routine,-,0,0,0,0,0,0
5/25/17,John-Wesley Villas,ALC000083,complaint,2,1,1,0,0,0,0
3/27/17,John-Wesley Villas,ALC000083,complaint,-,0,0,0,0,0,0
6/16/16,John-Wesley Villas,ALC000083,routine,-,0,0,0,0,0,0
2/18/16,John-Wesley Villas,ALC000083,other,-,0,0,0,0,0,0
10/21/15,John-Wesley Villas,ALC000083,other,5,1,1,1,0,0,0
9/15/15,John-Wesley Villas,ALC000083,complaint,1,1,0,1,0,0,0
6/22/15,John-Wesley Villas,ALC000083,routine,3,0,2,0,0,0,0
10/3/19,John-Wesley Villas of Savannah,ALC000086,complaint,-,0,0,0,0,0,0
8/21/19,John-Wesley Villas of Savannah,ALC000086,Routine / Complaint,-,0,0,0,0,0,0
2/14/18,John-Wesley Villas of Savannah,ALC000086,routine,-,0,0,0,0,0,0
7/13/17,John-Wesley Villas of Savannah,ALC000086,complaint,-,0,0,0,0,0,0
8/25/16,John-Wesley Villas of Savannah,ALC000086,routine,-,0,0,0,0,0,0
8/13/15,John-Wesley Villas of Savannah,ALC000086,routine,1,0,0,0,0,0,0
7/23/19,Jonesboro Assisted Living Center,ALC000045,other,1,1,0,1,0,0,0
5/10/19,Jonesboro Assisted Living Center,ALC000045,routine,1,1,0,0,0,0,0
11/16/18,Jonesboro Assisted Living Center,ALC000045,complaint,2,2,0,0,0,0,0
8/15/18,Jonesboro Assisted Living Center,ALC000045,other,5,2,2,0,1,0,0
3/28/18,Jonesboro Assisted Living Center,ALC000045,Routine / Complaint,4,2,1,2,0,0,0
11/8/17,Jonesboro Assisted Living Center,ALC000045,complaint,1,1,0,1,0,0,0
10/2/17,Jonesboro Assisted Living Center,ALC000045,complaint,-,0,0,0,0,0,0
4/25/17,Jonesboro Assisted Living Center,ALC000045,Routine / Complaint,1,1,0,0,0,0,0
10/25/16,Jonesboro Assisted Living Center,ALC000045,complaint,-,0,0,0,0,0,0
9/28/16,Jonesboro Assisted Living Center,ALC000045,complaint,1,0,0,0,0,0,0
5/11/16,Jonesboro Assisted Living Center,ALC000045,routine,8,1,3,0,0,0,0
3/18/15,Jonesboro Assisted Living Center,ALC000045,routine,-,0,0,0,0,0,0
6/13/19,Kennesaw Place,PCH008815,complaint,1,1,0,0,0,0,0
12/3/18,Kennesaw Place,PCH008815,complaint,-,0,0,0,0,0,0
11/20/18,Kennesaw Place,PCH008815,complaint,1,0,0,0,0,0,0
4/4/18,Kennesaw Place,PCH008815,routine,-,0,0,0,0,0,0
2/8/17,Kennesaw Place,PCH008815,routine,-,0,0,0,0,0,0
10/26/15,Kennesaw Place,PCH008815,other,1,0,0,0,0,0,0
6/23/15,Kennesaw Place,PCH008815,Routine / Complaint,5,2,1,2,0,0,0
12/11/19,Kimberly Personal Care Home,110030021,complaint,-,0,0,0,0,0,0
3/7/19,Kimberly Personal Care Home,110030021,routine,-,0,0,0,0,0,0
3/1/17,Kimberly Personal Care Home,110030021,other,-,0,0,0,0,0,0
11/28/16,Kimberly Personal Care Home,110030021,routine,4,0,1,0,0,0,0
6/9/15,Kimberly Personal Care Home,110030021,routine,1,0,1,0,0,0,0
10/17/18,King's Bridge Retirement Center,ALC000286,routine,-,0,0,0,0,0,0
7/13/17,King's Bridge Retirement Center,ALC000286,complaint,1,0,1,0,1,0,0
3/20/17,King's Bridge Retirement Center,ALC000286,Routine / Complaint,13,0,7,0,1,0,0
3/3/16,King's Bridge Retirement Center,ALC000286,routine,1,0,1,0,0,0,0
10/22/19,Lakes Crossing Senior Care,PCH009158,routine,-,0,0,0,0,0,0
4/29/19,Lakes Crossing Senior Care,PCH009158,complaint,-,0,0,0,0,0,0
4/1/19,Lakes Crossing Senior Care,PCH009158,complaint,5,2,2,1,1,0,0
11/14/18,Lakes Crossing Senior Care,PCH009158,routine,-,0,0,0,0,0,0
4/16/18,Lakes Crossing Senior Care,PCH009158,complaint,2,1,1,1,0,0,0
10/25/17,Lakes Crossing Senior Care,PCH009158,complaint,1,1,0,0,0,0,0
10/12/17,Lakes Crossing Senior Care,PCH009158,Routine / Complaint,7,2,2,0,0,0,0
8/17/16,Lakes Crossing Senior Care,PCH009158,routine,-,0,0,0,0,0,0
4/18/19,Lakeside Senior Living,PCH009755,routine,-,0,0,0,0,0,0
12/14/17,Lakeside Senior Living,PCH009755,routine,-,0,0,0,0,0,0
6/5/19,"Landings at Norcross, The",ALC000138,complaint,-,0,0,0,0,0,0
2/20/19,"Landings at Norcross, The",ALC000138,complaint,-,0,0,0,0,0,0
10/31/18,"Landings at Norcross, The",ALC000138,routine,-,0,0,0,0,0,0
6/20/18,"Landings at Norcross, The",ALC000138,complaint,-,0,0,0,0,0,0
11/20/17,"Landings at Norcross, The",ALC000138,other,-,0,0,0,0,0,0
7/6/17,"Landings at Norcross, The",ALC000138,Routine / Complaint,2,0,2,0,0,0,0
11/17/16,"Landings at Norcross, The",ALC000138,complaint,-,0,0,0,0,0,0
8/25/16,"Landings at Norcross, The",ALC000138,other,-,0,0,0,0,0,0
8/10/16,"Landings at Norcross, The",ALC000138,routine,-,0,0,0,0,0,0
7/27/15,"Landings at Norcross, The",ALC000138,Routine / Complaint,4,0,3,0,0,0,0
8/27/19,"Landings of Columbus, The",PCH001537,complaint,5,1,3,1,0,0,0
5/14/19,"Landings of Columbus, The",PCH001537,complaint,2,2,0,1,0,0,0
2/4/19,"Landings of Columbus, The",PCH001537,other,2,1,0,0,0,0,0
10/1/18,"Landings of Columbus, The",PCH001537,complaint,1,1,0,1,0,0,0
9/14/18,"Landings of Columbus, The",PCH001537,Routine / Complaint,1,1,0,0,0,0,0
6/28/18,"Landings of Columbus, The",PCH001537,other,-,0,0,0,0,0,0
4/13/18,"Landings of Columbus, The",PCH001537,other,-,0,0,0,0,0,0
3/20/18,"Landings of Columbus, The",PCH001537,complaint,1,1,0,1,0,0,0
2/14/18,"Landings of Columbus, The",PCH001537,other,-,0,0,0,0,0,0
11/16/17,"Landings of Columbus, The",PCH001537,Routine / Complaint,7,0,2,0,0,0,0
10/11/17,"Landings of Columbus, The",PCH001537,other,-,0,0,0,0,0,0
8/22/17,"Landings of Columbus, The",PCH001537,complaint,-,0,0,0,0,0,0
8/17/17,"Landings of Columbus, The",PCH001537,complaint,3,1,1,0,1,0,0
7/12/17,"Landings of Columbus, The",PCH001537,complaint,1,1,0,1,0,0,0
6/14/17,"Landings of Columbus, The",PCH001537,complaint,6,1,5,1,0,0,0
3/6/17,"Landings of Columbus, The",PCH001537,routine,4,0,0,0,0,0,0
5/31/16,"Landings of Columbus, The",PCH001537,complaint,-,0,0,0,0,0,0
5/9/16,"Landings of Columbus, The",PCH001537,other,-,0,0,0,0,0,0
4/26/16,"Landings of Columbus, The",PCH001537,complaint,1,0,1,0,0,0,0
2/29/16,"Landings of Columbus, The",PCH001537,complaint,1,1,0,0,0,0,0
1/27/16,"Landings of Columbus, The",PCH001537,complaint,3,1,1,0,0,0,0
8/10/15,"Landings of Columbus, The",PCH001537,routine,-,0,0,0,0,0,0
9/30/19,Landings of Douglas,PCH001533,Routine / Complaint,-,0,0,0,0,0,0
2/22/19,Landings of Douglas,PCH001533,routine,-,0,0,0,0,0,0
9/20/18,Landings of Douglas,PCH001533,routine,2,0,2,0,0,0,0
5/10/17,Landings of Douglas,PCH001533,routine,-,0,0,0,0,0,0
9/27/16,Landings of Douglas,PCH001533,complaint,-,0,0,0,0,0,0
7/13/16,Landings of Douglas,PCH001533,Routine / Complaint,2,2,0,0,0,0,0
3/9/16,Landings of Douglas,PCH001533,complaint,3,1,1,1,0,0,0
2/26/16,Landings of Douglas,PCH001533,complaint,1,1,0,0,0,0,0
2/11/16,Landings of Douglas,PCH001533,complaint,1,1,0,1,0,0,0
9/10/15,Landings of Douglas,PCH001533,other,-,0,0,0,0,0,0
5/27/15,Landings of Douglas,PCH001533,Routine / Complaint,4,1,0,0,0,0,0
9/26/19,"Landings of Gainesville, The",PCH001530,routine,-,0,0,0,0,0,0
7/11/19,"Landings of Gainesville, The",PCH001530,Routine / Complaint,3,1,1,0,0,1,0
1/16/19,"Landings of Gainesville, The",PCH001530,routine,1,1,0,0,1,0,0
8/20/18,"Landings of Gainesville, The",PCH001530,routine,13,1,5,1,1,0,0
8/25/17,"Landings of Gainesville, The",PCH001530,complaint,4,1,1,0,0,0,0
8/3/16,"Landings of Gainesville, The",PCH001530,complaint,-,0,0,0,0,0,0
6/24/15,"Landings of Gainesville, The",PCH001530,routine,-,0,0,0,0,0,0
2/2/15,"Landings of Gainesville, The",PCH001530,complaint,2,0,2,0,0,0,0
3/26/19,Langdale Place,92030011,routine,-,0,0,0,0,0,0
5/16/17,Langdale Place,92030011,routine,1,0,1,0,0,0,0
1/12/16,Langdale Place,92030011,routine,-,0,0,0,0,0,0
6/20/19,Lanier Place,PCH009009,complaint,1,1,0,1,0,0,0
3/5/19,Lanier Place,PCH009009,Routine / Complaint,2,1,1,1,0,0,0
11/1/17,Lanier Place,PCH009009,other,-,0,0,0,0,0,0
7/10/17,Lanier Place,PCH009009,complaint,1,1,0,1,0,0,0
3/21/17,Lanier Place,PCH009009,Routine / Complaint,3,0,2,0,0,0,0
7/6/16,Lanier Place,PCH009009,complaint,2,1,0,0,0,0,0
5/31/16,Lanier Place,PCH009009,complaint,13,6,5,4,2,0,0
1/25/16,Lanier Place,PCH009009,routine,2,1,0,1,0,0,0
4/20/15,Lanier Place,PCH009009,other,1,0,1,0,0,0,0
1/22/15,Lanier Place,PCH009009,complaint,3,1,1,0,1,0,0
8/8/19,Legacy Village / Legacy Village of Tifton Personal Care,ALC000044,routine,-,0,0,0,0,0,0
7/16/19,Legacy Village / Legacy Village of Tifton Personal Care,ALC000044,complaint,-,0,0,0,0,0,0
5/1/19,Legacy Village / Legacy Village of Tifton Personal Care,ALC000044,routine,-,0,0,0,0,0,0
6/5/17,Legacy Village / Legacy Village of Tifton Personal Care,ALC000044,routine,-,0,0,0,0,0,0
6/5/17,Legacy Village / Legacy Village of Tifton Personal Care,ALC000044,routine,-,0,0,0,0,0,0
5/10/16,Legacy Village / Legacy Village of Tifton Personal Care,ALC000044,routine,-,0,0,0,0,0,0
5/2/16,Legacy Village / Legacy Village of Tifton Personal Care,ALC000044,routine,-,0,0,0,0,0,0
3/18/15,Legacy Village / Legacy Village of Tifton Personal Care,ALC000044,routine,-,0,0,0,0,0,0
2/25/15,Legacy Village / Legacy Village of Tifton Personal Care,ALC000044,routine,-,0,0,0,0,0,0
5/29/19,Legacy Village at Park Regency,ALC000168,Routine / Complaint,1,0,0,0,0,0,0
2/12/18,Legacy Village at Park Regency,ALC000168,complaint,-,0,0,0,0,0,0
11/10/17,Legacy Village at Park Regency,ALC000168,complaint,-,0,0,0,0,0,0
7/17/17,Legacy Village at Park Regency,ALC000168,routine,-,0,0,0,0,0,0
5/24/16,Legacy Village at Park Regency,ALC000168,Routine / Complaint,-,0,0,0,0,0,0
3/11/15,Legacy Village at Park Regency,ALC000168,routine,-,0,0,0,0,0,0
1/15/15,Legacy Village at Park Regency,ALC000168,routine,2,0,1,0,0,0,0
10/7/19,Legacy Village at Plantation Manor,PCH008541,complaint,-,0,0,0,0,0,0
4/30/19,Legacy Village at Plantation Manor,PCH008541,Routine / Complaint,-,0,0,0,0,0,0
3/12/19,Legacy Village at Plantation Manor,PCH008541,complaint,-,0,0,0,0,0,0
1/23/19,Legacy Village at Plantation Manor,PCH008541,routine,-,0,0,0,0,0,0
8/15/18,Legacy Village at Plantation Manor,PCH008541,other,1,0,1,0,0,0,0
12/27/17,Legacy Village at Plantation Manor,PCH008541,complaint,-,0,0,0,0,0,0
12/19/17,Legacy Village at Plantation Manor,PCH008541,other,-,0,0,0,0,0,0
12/4/17,Legacy Village at Plantation Manor,PCH008541,complaint,-,0,0,0,0,0,0
10/3/17,Legacy Village at Plantation Manor,PCH008541,other,2,1,1,0,0,0,1
8/22/17,Legacy Village at Plantation Manor,PCH008541,routine,-,0,0,0,0,0,0
5/8/17,Legacy Village at Plantation Manor,PCH008541,complaint,2,1,0,0,0,1,0
9/21/16,Legacy Village at Plantation Manor,PCH008541,complaint,1,1,0,0,1,0,0
5/31/16,Legacy Village at Plantation Manor,PCH008541,routine,1,1,0,0,0,0,0
1/14/15,Legacy Village at Plantation Manor,PCH008541,routine,1,0,0,0,0,0,0
8/23/18,Lenbrook Assisted Living,ALC000251,routine,-,0,0,0,0,0,0
9/28/16,Lenbrook Assisted Living,ALC000251,other,2,0,0,0,0,0,0
4/21/16,Lenbrook Assisted Living,ALC000251,routine,21,0,15,0,0,0,0
10/30/19,"Lodge at Aspen Village, The",PCH008173,Routine / Complaint,11,2,6,1,0,0,0
8/27/19,"Lodge at Aspen Village, The",PCH008173,complaint,4,3,1,3,0,0,0
3/29/19,"Lodge at Aspen Village, The",PCH008173,complaint,-,0,0,0,0,0,0
1/24/19,"Lodge at Aspen Village, The",PCH008173,complaint,1,1,0,0,0,0,0
5/30/18,"Lodge at Aspen Village, The",PCH008173,complaint,1,1,0,0,0,0,0
5/3/18,"Lodge at Aspen Village, The",PCH008173,complaint,-,0,0,0,0,0,0
3/27/18,"Lodge at Aspen Village, The",PCH008173,complaint,4,2,1,1,0,0,0
2/6/18,"Lodge at Aspen Village, The",PCH008173,complaint,-,0,0,0,0,0,0
12/4/17,"Lodge at Aspen Village, The",PCH008173,complaint,6,0,4,0,0,0,0
9/5/17,"Lodge at Aspen Village, The",PCH008173,complaint,2,2,0,1,1,0,0
6/8/17,"Lodge at Aspen Village, The",PCH008173,complaint,-,0,0,0,0,0,0
6/6/17,"Lodge at Aspen Village, The",PCH008173,other,-,0,0,0,0,0,0
5/29/17,"Lodge at Aspen Village, The",PCH008173,other,8,0,0,0,0,0,0
5/9/17,"Lodge at Aspen Village, The",PCH008173,other,-,0,0,0,0,0,0
12/20/16,"Lodge at Aspen Village, The",PCH008173,complaint,1,1,0,0,0,0,0
12/5/16,"Lodge at Aspen Village, The",PCH008173,other,7,0,7,0,0,7,0
11/22/16,"Lodge at Aspen Village, The",PCH008173,complaint,6,2,2,0,0,0,0
11/7/16,"Lodge at Aspen Village, The",PCH008173,complaint,-,0,0,0,0,0,0
8/22/16,"Lodge at Aspen Village, The",PCH008173,Routine / Complaint,9,0,0,0,0,0,0
1/25/16,"Lodge at Aspen Village, The",PCH008173,other,6,0,6,0,6,0,0
11/16/15,"Lodge at Aspen Village, The",PCH008173,complaint,-,0,0,0,0,0,0
10/16/15,"Lodge at Aspen Village, The",PCH008173,complaint,-,0,0,0,0,0,0
9/1/15,"Lodge at Aspen Village, The",PCH008173,Routine / Complaint,3,1,1,0,0,0,0
1/26/15,"Lodge at Aspen Village, The",PCH008173,complaint,-,0,0,0,0,0,0
3/18/19,"Lodge at Bethany, The",ALC000194,routine,1,0,0,0,0,0,0
6/19/17,"Lodge at Bethany, The",ALC000194,other,-,0,0,0,0,0,0
1/26/17,"Lodge at Bethany, The",ALC000194,routine,-,0,0,0,0,0,0
1/4/16,"Lodge at Bethany, The",ALC000194,routine,-,0,0,0,0,0,0
12/16/19,"Madeline of Decatur, The",ALC000242,routine,-,0,0,0,0,0,0
8/22/19,"Madeline of Decatur, The",ALC000242,complaint,1,1,0,1,0,0,0
5/10/19,"Madeline of Decatur, The",ALC000242,complaint,2,1,1,1,1,0,0
5/1/19,"Madeline of Decatur, The",ALC000242,routine,-,0,0,0,0,0,0
2/14/19,"Madeline of Decatur, The",ALC000242,Routine / Complaint,5,1,2,0,0,0,0
10/23/18,"Madeline of Decatur, The",ALC000242,complaint,1,0,0,0,0,0,0
9/25/18,"Madeline of Decatur, The",ALC000242,complaint,2,1,1,0,1,0,0
6/14/18,"Madeline of Decatur, The",ALC000242,routine,-,0,0,0,0,0,0
5/14/18,"Madeline of Decatur, The",ALC000242,other,1,1,0,1,0,0,0
3/5/18,"Madeline of Decatur, The",ALC000242,complaint,1,1,0,0,0,0,0
